nodeName	altName	nodeAttr[nodesPresent, ]
LOC102724093///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	LOC102724093///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	turquoise
SEC24D	SEC24D	turquoise
CD33	CD33	turquoise
CEP68	CEP68	turquoise
PRAF2	PRAF2	turquoise
MTERF2	MTERF2	turquoise
ORM1	ORM1	turquoise
ALDH18A1	ALDH18A1	turquoise
GOLGA8DP///GOLGA8CP///GOLGA8B///GOLGA8A	GOLGA8DP///GOLGA8CP///GOLGA8B///GOLGA8A	turquoise
HMGA1	HMGA1	turquoise
C1S	C1S	turquoise
CTNS	CTNS	turquoise
HSD17B7P2///HSD17B7	HSD17B7P2///HSD17B7	turquoise
CLSTN3	CLSTN3	turquoise
ZBTB20	ZBTB20	turquoise
IMPDH2	IMPDH2	turquoise
NET1	NET1	turquoise
SLC46A1	SLC46A1	turquoise
POLD2	POLD2	turquoise
ENO1	ENO1	turquoise
SNORA71C	SNORA71C	turquoise
CYP51A1	CYP51A1	turquoise
GTF3A	GTF3A	turquoise
SLC39A7	SLC39A7	turquoise
SNORD36A///SNORD36C///RPL7A	SNORD36A///SNORD36C///RPL7A	turquoise
IL1R1	IL1R1	turquoise
C1RL	C1RL	turquoise
ADH1B	ADH1B	turquoise
C1QBP	C1QBP	turquoise
TSTA3	TSTA3	turquoise
PLCL1	PLCL1	turquoise
ZNF83	ZNF83	turquoise
DHCR24	DHCR24	turquoise
ANK3	ANK3	turquoise
SLC38A5	SLC38A5	turquoise
VARS	VARS	turquoise
MLEC	MLEC	turquoise
GOLGA8R///GOLGA8O///GOLGA8N///GOLGA8IP	GOLGA8R///GOLGA8O///GOLGA8N///GOLGA8IP	turquoise
LRP8	LRP8	turquoise
AHSA2	AHSA2	turquoise
HMGCR	HMGCR	turquoise
DDX3Y	DDX3Y	turquoise
GALE	GALE	turquoise
MRPL24	MRPL24	turquoise
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	turquoise
ALDOC	ALDOC	turquoise
ABCA5	ABCA5	turquoise
PPIB	PPIB	turquoise
PCGF3	PCGF3	turquoise
DDX39A	DDX39A	turquoise
MANF	MANF	turquoise
TTLL4	TTLL4	turquoise
NOC2L	NOC2L	turquoise
NAT10	NAT10	turquoise
TMEM208	TMEM208	turquoise
STARD4	STARD4	turquoise
PLOD1	PLOD1	turquoise
DIXDC1	DIXDC1	turquoise
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	turquoise
CNDP2	CNDP2	turquoise
ARMC6	ARMC6	turquoise
MVD	MVD	turquoise
CNKSR2	CNKSR2	turquoise
MARS	MARS	turquoise
HCG8	HCG8	turquoise
CD300C	CD300C	turquoise
FAM122C	FAM122C	turquoise
SSR3	SSR3	turquoise
FGFR3	FGFR3	turquoise
NUDT5	NUDT5	turquoise
LONP1	LONP1	turquoise
ARHGEF6	ARHGEF6	turquoise
RCN1	RCN1	turquoise
SDF2L1	SDF2L1	turquoise
PNPO	PNPO	turquoise
FOXP2	FOXP2	turquoise
CLTB	CLTB	turquoise
DBNL	DBNL	turquoise
FICD	FICD	turquoise
ZNF577	ZNF577	turquoise
PRELID1	PRELID1	turquoise
MDH2	MDH2	turquoise
SRD5A3	SRD5A3	turquoise
IARS	IARS	turquoise
SLC16A1	SLC16A1	turquoise
ATP5G1	ATP5G1	turquoise
ST20	ST20	turquoise
WNT5A	WNT5A	turquoise
SNORA14A	SNORA14A	turquoise
PIGL	PIGL	turquoise
TPRG1	TPRG1	turquoise
CEP95	CEP95	turquoise
TRIM52	TRIM52	turquoise
IL11RA	IL11RA	turquoise
SLC35C1	SLC35C1	turquoise
RUVBL2	RUVBL2	turquoise
PHOSPHO2-KLHL23///PHOSPHO2///KLHL23	PHOSPHO2-KLHL23///PHOSPHO2///KLHL23	turquoise
EMC1	EMC1	turquoise
TMEM237	TMEM237	turquoise
BORCS7-ASMT///BORCS7	BORCS7-ASMT///BORCS7	turquoise
UQCC2	UQCC2	turquoise
GAS7	GAS7	turquoise
ADH1C	ADH1C	turquoise
TMEM199///TMEM199	TMEM199///TMEM199	turquoise
ATP7B	ATP7B	turquoise
ANKRD6	ANKRD6	turquoise
CACYBP	CACYBP	turquoise
ASS1	ASS1	turquoise
TAF6L	TAF6L	turquoise
AACS	AACS	turquoise
NOB1	NOB1	turquoise
DPP3	DPP3	turquoise
HM13	HM13	turquoise
SHC1	SHC1	turquoise
PLEKHA5	PLEKHA5	turquoise
PKM	PKM	turquoise
NINJ1	NINJ1	turquoise
CTAGE8///CTAGE4///CTAGE11P///CTAGE9///CTAGE15///CTAGE6///CTAGE1///CTAGE5	CTAGE8///CTAGE4///CTAGE11P///CTAGE9///CTAGE15///CTAGE6///CTAGE1///CTAGE5	turquoise
CALR	CALR	turquoise
L3MBTL4	L3MBTL4	turquoise
PFDN6	PFDN6	turquoise
COPE	COPE	turquoise
HACD4	HACD4	turquoise
TMEM185B	TMEM185B	turquoise
ARPC4-TTLL3///TTLL3	ARPC4-TTLL3///TTLL3	turquoise
PPP1R12B	PPP1R12B	turquoise
YKT6	YKT6	turquoise
KRBOX4	KRBOX4	turquoise
PLEKHO2	PLEKHO2	turquoise
RPL22	RPL22	turquoise
FEM1C	FEM1C	turquoise
NACC2	NACC2	turquoise
INTS7	INTS7	turquoise
CA5B	CA5B	turquoise
PHB	PHB	turquoise
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///GUSBP2///SMA5///SMA4///GUSBP3///SMA5///SMA4	turquoise
DCTPP1	DCTPP1	turquoise
SEC23B	SEC23B	turquoise
ORMDL2	ORMDL2	turquoise
TXLNGY	TXLNGY	turquoise
GMPPA	GMPPA	turquoise
ZFY	ZFY	turquoise
SLC6A16	SLC6A16	turquoise
KIAA0930	KIAA0930	turquoise
COASY	COASY	turquoise
POLI	POLI	turquoise
PARP9	PARP9	turquoise
WDR74	WDR74	turquoise
RCC1///SNHG3///RCC1	RCC1///SNHG3///RCC1	turquoise
KDELR2	KDELR2	turquoise
EFTUD2	EFTUD2	turquoise
STYXL1	STYXL1	turquoise
ALG3	ALG3	turquoise
TRAF7	TRAF7	turquoise
MRPL17	MRPL17	turquoise
C11orf24	C11orf24	turquoise
GARS	GARS	turquoise
GUSBP1///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA4	GUSBP1///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA4	turquoise
FAM50A	FAM50A	turquoise
C1RL-AS1	C1RL-AS1	turquoise
ENOSF1	ENOSF1	turquoise
CLN6	CLN6	turquoise
TOMM34	TOMM34	turquoise
COX5A	COX5A	turquoise
SRXN1	SRXN1	turquoise
MTHFD1	MTHFD1	turquoise
GMDS	GMDS	turquoise
SLC3A2	SLC3A2	turquoise
GATS	GATS	turquoise
TMEM256-PLSCR3///PLSCR3	TMEM256-PLSCR3///PLSCR3	turquoise
LOC400590	LOC400590	turquoise
LTBR	LTBR	turquoise
ZNF622	ZNF622	turquoise
CDK5	CDK5	turquoise
NHP2	NHP2	turquoise
SND1	SND1	turquoise
PCK2	PCK2	turquoise
PSMC4	PSMC4	turquoise
SEC61A1	SEC61A1	turquoise
FH	FH	turquoise
STIP1	STIP1	turquoise
LOC692247	LOC692247	turquoise
TNIP2	TNIP2	turquoise
IMP4	IMP4	turquoise
LARS2	LARS2	turquoise
OFD1	OFD1	turquoise
CRELD2	CRELD2	turquoise
SURF4	SURF4	turquoise
YRDC	YRDC	turquoise
DDX41	DDX41	turquoise
PDXDC2P	PDXDC2P	turquoise
METTL13	METTL13	turquoise
ATP5SL	ATP5SL	turquoise
SSBP2	SSBP2	turquoise
UTY	UTY	turquoise
SLC1A4	SLC1A4	turquoise
ADH1A	ADH1A	turquoise
DESI1	DESI1	turquoise
TNFAIP8L2-SCNM1///SCNM1	TNFAIP8L2-SCNM1///SCNM1	turquoise
MPDU1	MPDU1	turquoise
COPG1	COPG1	turquoise
SIL1	SIL1	turquoise
SQSTM1	SQSTM1	turquoise
DTX3L	DTX3L	turquoise
PHF23	PHF23	turquoise
RPN1	RPN1	turquoise
PRMT1	PRMT1	turquoise
GTF2IRD2B///GTF2IRD2	GTF2IRD2B///GTF2IRD2	turquoise
ACSL5	ACSL5	turquoise
PMPCA	PMPCA	turquoise
SGCE	SGCE	turquoise
HSP90AB3P	HSP90AB3P	turquoise
ADRM1	ADRM1	turquoise
TMED2	TMED2	turquoise
SLC35F6	SLC35F6	turquoise
VAC14	VAC14	turquoise
LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA5///SMA4	LINC00680-GUSBP4///LOC100133050///GUSBP9///GUSBP1///GUSBP3///LOC653080///GUSBP2///GUSBP11///SMA5///SMA4///GUSB///GUSBP3///SMA5///SMA4	turquoise
POLR1E	POLR1E	turquoise
PRPF19	PRPF19	turquoise
G6PC3	G6PC3	turquoise
TMEM214	TMEM214	turquoise
PS1TP4///SLC35F5	PS1TP4///SLC35F5	turquoise
SPR	SPR	turquoise
C19orf24	C19orf24	turquoise
ZNF160	ZNF160	turquoise
CISD2	CISD2	turquoise
LPCAT2	LPCAT2	turquoise
GABPB2	GABPB2	turquoise
CECR5	CECR5	turquoise
TOP1MT	TOP1MT	turquoise
P4HB	P4HB	turquoise
ZNF10	ZNF10	turquoise
EIF5AL1///EIF5A	EIF5AL1///EIF5A	turquoise
PITPNM1	PITPNM1	turquoise
REV1	REV1	turquoise
ARMCX4	ARMCX4	turquoise
ATP2A2	ATP2A2	turquoise
PSME3	PSME3	turquoise
SATB1	SATB1	turquoise
NCLN	NCLN	turquoise
MAP3K4	MAP3K4	turquoise
ZDHHC2	ZDHHC2	turquoise
TPD52L2	TPD52L2	turquoise
ZNF791	ZNF791	turquoise
YIF1B	YIF1B	turquoise
RPIA	RPIA	turquoise
ARSB	ARSB	turquoise
NOP9	NOP9	turquoise
P2RY12	P2RY12	turquoise
FUS	FUS	turquoise
BRMS1	BRMS1	turquoise
ATG2B	ATG2B	turquoise
PPA1	PPA1	turquoise
PDAP1	PDAP1	turquoise
GNL3L	GNL3L	turquoise
NSDHL	NSDHL	turquoise
PRELID2	PRELID2	turquoise
DPAGT1	DPAGT1	turquoise
SMPD1	SMPD1	turquoise
LMAN2	LMAN2	turquoise
STXBP5	STXBP5	turquoise
GALNT2	GALNT2	turquoise
MSANTD2	MSANTD2	turquoise
RDH11	RDH11	turquoise
KRI1	KRI1	turquoise
RPS4Y1	RPS4Y1	turquoise
TARSL2	TARSL2	turquoise
TM7SF2	TM7SF2	turquoise
AHSA1	AHSA1	turquoise
VEZF1	VEZF1	turquoise
SNORD56///NOP56	SNORD56///NOP56	turquoise
ARF4	ARF4	turquoise
ZNF418	ZNF418	turquoise
AEBP2	AEBP2	turquoise
CDK2AP1	CDK2AP1	turquoise
KCND3	KCND3	turquoise
CAMLG	CAMLG	turquoise
TRAPPC4	TRAPPC4	turquoise
LIPN	LIPN	turquoise
SLC39A1	SLC39A1	turquoise
TPI1	TPI1	turquoise
UBE2D4	UBE2D4	turquoise
CSAD	CSAD	turquoise
NABP2	NABP2	turquoise
ARF6	ARF6	turquoise
VPS18	VPS18	turquoise
PSMD7	PSMD7	turquoise
LCMT2	LCMT2	turquoise
UVRAG	UVRAG	turquoise
NRM	NRM	turquoise
FDFT1///FDFT1	FDFT1///FDFT1	turquoise
FAM86DP///FAM86B2///FAM86FP///FAM86C2P///EEF2KMT///FAM86B1///FAM86C1	FAM86DP///FAM86B2///FAM86FP///FAM86C2P///EEF2KMT///FAM86B1///FAM86C1	turquoise
SEC13	SEC13	turquoise
PARP1	PARP1	turquoise
SP4	SP4	turquoise
HSP90AB1	HSP90AB1	turquoise
ACLY	ACLY	turquoise
MPV17	MPV17	turquoise
TOR1B	TOR1B	turquoise
NAT9	NAT9	turquoise
KIZ	KIZ	turquoise
AGTRAP///BRAF	AGTRAP///BRAF	turquoise
GSS	GSS	turquoise
USP9Y	USP9Y	turquoise
KNOP1	KNOP1	turquoise
PFN1	PFN1	turquoise
ITPA	ITPA	turquoise
IRAK1	IRAK1	turquoise
ORM2	ORM2	turquoise
CHCHD10	CHCHD10	turquoise
ISOC2	ISOC2	turquoise
SYVN1	SYVN1	turquoise
PPP4C	PPP4C	turquoise
CDK4	CDK4	turquoise
PA2G4	PA2G4	turquoise
KIAA0100	KIAA0100	turquoise
FKBP2	FKBP2	turquoise
FAM156B///FAM156A	FAM156B///FAM156A	turquoise
NRSN2	NRSN2	turquoise
ERLIN1	ERLIN1	turquoise
SCAMP3	SCAMP3	turquoise
PGAM4///PGAM1	PGAM4///PGAM1	turquoise
SLU7	SLU7	turquoise
PTPN4	PTPN4	turquoise
DNAJB11	DNAJB11	turquoise
SLC16A2	SLC16A2	turquoise
PNKD	PNKD	turquoise
BET1L	BET1L	turquoise
YOD1	YOD1	turquoise
ZBTB38	ZBTB38	turquoise
NOL9	NOL9	turquoise
REPIN1	REPIN1	turquoise
SNX19	SNX19	turquoise
ELAC2	ELAC2	turquoise
RAD51B	RAD51B	turquoise
DAP3	DAP3	turquoise
WDR5	WDR5	turquoise
ARFIP2	ARFIP2	turquoise
RAB31	RAB31	turquoise
C8orf33	C8orf33	turquoise
RNF103	RNF103	turquoise
EIF6	EIF6	turquoise
GMEB1	GMEB1	turquoise
TOE1	TOE1	turquoise
RPN2	RPN2	turquoise
ACTN2	ACTN2	turquoise
TUBB	TUBB	turquoise
GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP	GOLGA8R///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP	turquoise
M6PR	M6PR	turquoise
FPGS	FPGS	turquoise
CPSF3L	CPSF3L	turquoise
KDM1B	KDM1B	turquoise
PRMT5	PRMT5	turquoise
PDIA6	PDIA6	turquoise
CCT7	CCT7	turquoise
TUBG1	TUBG1	turquoise
KARS	KARS	turquoise
EIF3I	EIF3I	turquoise
PUS10	PUS10	turquoise
ATPAF2	ATPAF2	turquoise
CHD6	CHD6	turquoise
TGFBRAP1	TGFBRAP1	turquoise
DCAF12	DCAF12	turquoise
GMPPB	GMPPB	turquoise
KDM6A	KDM6A	turquoise
ZBTB10	ZBTB10	turquoise
FBXO6	FBXO6	turquoise
EML3	EML3	turquoise
SLC16A3	SLC16A3	turquoise
GOT2	GOT2	turquoise
RAB1C	RAB1C	turquoise
MRAS	MRAS	turquoise
FLJ42627	FLJ42627	turquoise
COLGALT2	COLGALT2	turquoise
TRAP1	TRAP1	turquoise
ZNF876P	ZNF876P	turquoise
DRAP1	DRAP1	turquoise
SMCHD1	SMCHD1	turquoise
BANF1	BANF1	turquoise
EMC8///EMC8	EMC8///EMC8	turquoise
RFC2	RFC2	turquoise
SLC52A2	SLC52A2	turquoise
PAPD5	PAPD5	turquoise
L3MBTL2	L3MBTL2	turquoise
ICMT	ICMT	turquoise
VDAC1	VDAC1	turquoise
STK17B	STK17B	turquoise
PLPPR2	PLPPR2	turquoise
TUBA1B	TUBA1B	turquoise
UBE2Q2P1	UBE2Q2P1	turquoise
SNORD77	SNORD77	turquoise
TIMM13	TIMM13	turquoise
SLC16A13///JOSD1	SLC16A13///JOSD1	turquoise
MRPS27///MRPS27	MRPS27///MRPS27	turquoise
GORASP2	GORASP2	turquoise
TMEM104	TMEM104	turquoise
CHCHD3	CHCHD3	turquoise
RBM19	RBM19	turquoise
UBL3	UBL3	turquoise
PAN3	PAN3	turquoise
ACAD8	ACAD8	turquoise
FAM86JP///FAM86HP///FAM86FP///FAM86C2P///EEF2KMT///FAM86B1///FAM86C1	FAM86JP///FAM86HP///FAM86FP///FAM86C2P///EEF2KMT///FAM86B1///FAM86C1	turquoise
DUSP23	DUSP23	turquoise
MCM3	MCM3	turquoise
DHRS13	DHRS13	turquoise
EFCAB13	EFCAB13	turquoise
PSIP1	PSIP1	turquoise
C9orf129///FAM120A	C9orf129///FAM120A	turquoise
B4GALT2	B4GALT2	turquoise
TTC38	TTC38	turquoise
TNKS	TNKS	turquoise
ASNA1	ASNA1	turquoise
ZADH2	ZADH2	turquoise
CTSO	CTSO	turquoise
AP1S2	AP1S2	turquoise
GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	turquoise
TM2D3	TM2D3	turquoise
FKBP1A	FKBP1A	turquoise
C15orf48	C15orf48	turquoise
EXOSC4	EXOSC4	turquoise
WDR55	WDR55	turquoise
UBE2L3	UBE2L3	turquoise
HIRA	HIRA	turquoise
LRRFIP2	LRRFIP2	turquoise
ZNF33B	ZNF33B	turquoise
VPS25	VPS25	turquoise
KREMEN1	KREMEN1	turquoise
CPEB2	CPEB2	turquoise
ARPC4-TTLL3///ARPC4	ARPC4-TTLL3///ARPC4	turquoise
COL4A5	COL4A5	turquoise
DDX54	DDX54	turquoise
LOC400464	LOC400464	turquoise
SPRYD3	SPRYD3	turquoise
FAM86HP///FAM86B1///FAM86C1	FAM86HP///FAM86B1///FAM86C1	turquoise
OPTN	OPTN	turquoise
CYB561D2	CYB561D2	turquoise
CARS2	CARS2	turquoise
MAZ	MAZ	turquoise
B3GNT2	B3GNT2	turquoise
WDR47	WDR47	turquoise
TOMM40	TOMM40	turquoise
SNORA38B	SNORA38B	turquoise
SNRNP40	SNRNP40	turquoise
KCTD9	KCTD9	turquoise
DHX33	DHX33	turquoise
PHF10	PHF10	turquoise
IPO13	IPO13	turquoise
PES1	PES1	turquoise
TUG1	TUG1	turquoise
SOS2	SOS2	turquoise
SMIM14	SMIM14	turquoise
RAE1	RAE1	turquoise
KCTD5	KCTD5	turquoise
CFL1	CFL1	turquoise
MRPL37	MRPL37	turquoise
PIGU///PIGU	PIGU///PIGU	turquoise
TXN2	TXN2	turquoise
VSIG1	VSIG1	turquoise
EMSY	EMSY	turquoise
TUBBP5	TUBBP5	turquoise
TOR3A	TOR3A	turquoise
DNMT1	DNMT1	turquoise
PSMC5	PSMC5	turquoise
APAF1	APAF1	turquoise
MTOR	MTOR	turquoise
DDOST	DDOST	turquoise
SSSCA1	SSSCA1	turquoise
NTMT1	NTMT1	turquoise
RFT1	RFT1	turquoise
DCAF16	DCAF16	turquoise
STS	STS	turquoise
PYCR2	PYCR2	turquoise
CCDC124	CCDC124	turquoise
EVI5	EVI5	turquoise
SEPT10	SEPT10	turquoise
SMARCB1	SMARCB1	turquoise
TMEM241	TMEM241	turquoise
CBX6	CBX6	turquoise
HSPA8	HSPA8	turquoise
SDCCAG3	SDCCAG3	turquoise
ZNF347	ZNF347	turquoise
RNF38	RNF38	turquoise
SNORA44///SNHG12	SNORA44///SNHG12	turquoise
ELOVL6	ELOVL6	turquoise
ZNF251	ZNF251	turquoise
CMYA5	CMYA5	turquoise
DUSP11	DUSP11	turquoise
FOXP1	FOXP1	turquoise
DNM1P46	DNM1P46	turquoise
ZNF593	ZNF593	turquoise
HNRNPF	HNRNPF	turquoise
ACAD9	ACAD9	turquoise
ZNF543	ZNF543	turquoise
ZC3H7A	ZC3H7A	turquoise
TMEM255B	TMEM255B	turquoise
DNAJC11	DNAJC11	turquoise
TUBGCP4	TUBGCP4	turquoise
TNRC6A	TNRC6A	turquoise
RAB20	RAB20	turquoise
HELQ	HELQ	turquoise
FAM222B	FAM222B	turquoise
CD47	CD47	turquoise
CARS	CARS	turquoise
EPS15	EPS15	turquoise
DERL2	DERL2	turquoise
KIAA0753	KIAA0753	turquoise
CHMP1B	CHMP1B	turquoise
SNORD116-22	SNORD116-22	turquoise
PSMB2	PSMB2	turquoise
LGALS9	LGALS9	turquoise
SERPINF2	SERPINF2	turquoise
ZNF586	ZNF586	turquoise
DNAJA3	DNAJA3	turquoise
PSMD3	PSMD3	turquoise
TTLL12	TTLL12	turquoise
HKDC1	HKDC1	turquoise
TMEM138	TMEM138	turquoise
C11orf63	C11orf63	turquoise
PCSK9	PCSK9	turquoise
ZNF277	ZNF277	turquoise
ARHGEF11	ARHGEF11	turquoise
FAM122A///FAM122A	FAM122A///FAM122A	turquoise
C15orf38-AP3S2///AP3S2	C15orf38-AP3S2///AP3S2	turquoise
RSL1D1	RSL1D1	turquoise
MED8	MED8	turquoise
LMNB2	LMNB2	turquoise
ALDOA	ALDOA	turquoise
DENND4C	DENND4C	turquoise
FTO	FTO	turquoise
HMGXB3	HMGXB3	turquoise
CARM1	CARM1	turquoise
